time_open,time_close,time_high,time_low,quote.USDT.open,quote.USDT.high,quote.USDT.low,quote.USDT.close,quote.USDT.volume,quote.USDT.market_cap,quote.USDT.timestamp
2016-12-27T00:00:00.000Z,2016-12-27T23:59:59.999Z,2016-12-27T14:24:29.000Z,2016-12-27T03:59:25.000Z,908.347182050649,940.0409137514155,904.2478904294052,933.1909896096771,167306743.49536416,14994174104.074932,2016-12-27T23:59:15.000Z
2016-12-28T00:00:00.000Z,2016-12-28T23:59:59.999Z,2016-12-28T23:59:26.000Z,2016-12-28T00:04:29.000Z,934.8239729511386,975.8813505720442,934.8239729511386,975.8813505720442,236620381.29448634,15682131920.370539,2016-12-28T23:59:16.000Z
2016-12-29T00:00:00.000Z,2016-12-29T23:59:59.999Z,2016-12-29T01:49:36.000Z,2016-12-29T18:14:36.000Z,975.0853624214428,979.3582121221513,954.4876299107029,973.4813427947429,199316792.34421653,15645365607.455957,2016-12-29T23:59:17.000Z
2016-12-30T00:00:00.000Z,2016-12-30T23:59:59.999Z,2016-12-30T00:04:35.000Z,2016-12-30T10:19:26.000Z,972.5193221439732,972.5193221439732,934.8176292380291,961.2230798005612,187471094.7215183,15450267618.89459,2016-12-30T23:59:16.000Z
2016-12-31T00:00:00.000Z,2016-12-31T23:59:59.999Z,2016-12-31T23:59:30.000Z,2016-12-31T03:04:26.000Z,960.6121273545556,963.7351686964665,947.2215694950944,963.7351686964665,99134300.39439262,15492428636.984037,2016-12-31T23:59:16.000Z
2017-01-01T00:00:00.000Z,2017-01-01T23:59:59.999Z,2017-01-01T21:09:28.000Z,2017-01-01T20:39:26.000Z,963.650208447674,1003.0720055312669,958.691431804359,998.3165625958509,147773757.26367214,16050271613.255196,2017-01-01T23:59:18.000Z
2017-01-02T00:00:00.000Z,2017-01-02T23:59:59.999Z,2017-01-02T02:24:25.000Z,2017-01-02T02:29:27.000Z,998.6085523119909,1031.3811622329138,996.6934716785,1021.7419611252028,222183243.9037607,16428895515.520473,2017-01-02T23:59:16.000Z
2017-01-03T00:00:00.000Z,2017-01-03T23:59:59.999Z,2017-01-03T23:54:26.000Z,2017-01-03T00:04:28.000Z,1021.5919378914951,1044.071617031295,1021.5919378914951,1043.8316287137122,185166521.0708485,16786234838.06634,2017-01-03T23:59:20.000Z
2017-01-04T00:00:00.000Z,2017-01-04T23:59:59.999Z,2017-01-04T23:09:28.000Z,2017-01-04T00:04:29.000Z,1044.3916828342974,1159.4109219168608,1044.3916828342974,1154.721032992942,344943311.1709411,18571725104.0599,2017-01-04T23:59:16.000Z
2017-01-05T00:00:00.000Z,2017-01-05T23:59:59.999Z,2017-01-05T15:54:27.000Z,2017-01-05T22:34:28.000Z,1156.7210174958543,1191.0894684051677,910.4086354416694,1013.3707030362923,510194324.86746895,16300105174.555275,2017-01-05T23:59:17.000Z
2017-01-06T00:00:00.000Z,2017-01-06T23:59:59.999Z,2017-01-06T06:34:29.000Z,2017-01-06T07:54:26.000Z,1014.2306804940226,1046.8005746789365,883.9359613498375,902.1945357713525,351873483.2047233,14513591949.100895,2017-01-06T23:59:16.000Z
2017-01-07T00:00:00.000Z,2017-01-07T23:59:59.999Z,2017-01-07T23:59:31.000Z,2017-01-07T09:04:27.000Z,903.4805373153401,908.5767903523365,823.5490598698556,908.5767903523365,279547483.32607687,14617898099.617214,2017-01-07T23:59:15.000Z
2017-01-08T00:00:00.000Z,2017-01-08T23:59:59.999Z,2017-01-08T05:04:27.000Z,2017-01-08T17:39:29.000Z,908.1667598874865,942.7156828688941,887.2413024169116,911.1911537929686,158713645.74985147,14661840585.512821,2017-01-08T23:59:16.000Z
2017-01-09T00:00:00.000Z,2017-01-09T23:59:59.999Z,2017-01-09T00:24:29.000Z,2017-01-09T01:59:26.000Z,913.2361801856788,913.6781319587825,879.7994554566392,902.8199310904942,141875723.53218448,14528685668.727749,2017-01-09T23:59:15.000Z
2017-01-10T00:00:00.000Z,2017-01-10T23:59:59.999Z,2017-01-10T10:49:30.000Z,2017-01-10T05:59:29.000Z,902.4319340711766,914.8665512649387,901.0531230688242,907.6717665185503,115807075.04629754,14608568370.437195,2017-01-10T23:59:15.000Z
2017-01-11T00:00:00.000Z,2017-01-11T23:59:59.999Z,2017-01-11T06:34:28.000Z,2017-01-11T17:54:27.000Z,908.1077371575368,919.4410928739487,762.7588315486258,777.7506217011336,310926434.49296427,12519033021.13277,2017-01-11T23:59:18.000Z
2017-01-12T00:00:00.000Z,2017-01-12T23:59:59.999Z,2017-01-12T22:19:28.000Z,2017-01-12T07:54:27.000Z,775.171602387361,826.2413423844466,755.7497650702251,804.8293791043524,222324727.8477029,12956656272.718117,2017-01-12T23:59:17.000Z
2017-01-13T00:00:00.000Z,2017-01-13T23:59:59.999Z,2017-01-13T22:24:27.000Z,2017-01-13T04:09:28.000Z,803.7324005180329,828.9947506583582,779.9988064829955,823.9783116886523,168966831.73987377,13266462665.835823,2017-01-13T23:59:15.000Z
2017-01-14T00:00:00.000Z,2017-01-14T23:59:59.999Z,2017-01-14T02:14:27.000Z,2017-01-14T22:39:28.000Z,825.1363237015278,835.0792481188308,812.4288759129935,818.3847683250472,93060200.87431957,13178163694.090694,2017-01-14T23:59:15.000Z
2017-01-15T00:00:00.000Z,2017-01-15T23:59:59.999Z,2017-01-15T10:34:29.000Z,2017-01-15T07:49:29.000Z,818.1148188073101,823.2640212009804,812.8284340283229,821.7842586283435,71012414.85246666,13234619780.552988,2017-01-15T23:59:15.000Z
2017-01-16T00:00:00.000Z,2017-01-16T23:59:59.999Z,2017-01-16T23:19:27.000Z,2017-01-16T00:39:33.000Z,821.7693052646235,834.5242592803194,820.2574043537134,831.5282472803185,82754627.82301739,13393280016.50306,2017-01-16T23:59:16.000Z
2017-01-17T00:00:00.000Z,2017-01-17T23:59:59.999Z,2017-01-17T22:29:29.000Z,2017-01-17T01:19:26.000Z,830.9402386505792,910.551422056539,830.7902763085334,907.9285719650077,155093399.4940648,14625628165.765371,2017-01-17T23:59:15.000Z
2017-01-18T00:00:00.000Z,2017-01-18T23:59:59.999Z,2017-01-18T01:24:26.000Z,2017-01-18T14:09:27.000Z,909.3635546410974,917.4893985906749,858.297570139537,886.6113223417631,225675297.13671404,14283929337.644695,2017-01-18T23:59:16.000Z
2017-01-19T00:00:00.000Z,2017-01-19T23:59:59.999Z,2017-01-19T21:39:27.000Z,2017-01-19T02:19:26.000Z,888.3283504621888,904.6078669251901,884.3292628134711,899.0668889507449,105624282.29044789,14486518265.229624,2017-01-19T23:59:15.000Z
2017-01-20T00:00:00.000Z,2017-01-20T23:59:59.999Z,2017-01-20T20:14:27.000Z,2017-01-20T10:34:29.000Z,898.1658940963789,899.3920061645097,887.0023914424484,895.0194926036538,86727769.33589822,14423440486.906307,2017-01-20T23:59:16.000Z
2017-01-21T00:00:00.000Z,2017-01-21T23:59:59.999Z,2017-01-21T12:49:27.000Z,2017-01-21T00:09:26.000Z,895.5424990543792,927.3600397488469,895.5284610705227,921.7819688265317,111157151.9382329,14856797814.428001,2017-01-21T23:59:15.000Z
2017-01-22T00:00:00.000Z,2017-01-22T23:59:59.999Z,2017-01-22T02:59:27.000Z,2017-01-22T14:24:27.000Z,922.1979812776086,937.5183187604993,897.556322091199,924.6639348932908,116571860.491209,14905293635.743881,2017-01-22T23:59:15.000Z
2017-01-23T00:00:00.000Z,2017-01-23T23:59:59.999Z,2017-01-23T15:19:30.000Z,2017-01-23T01:59:28.000Z,925.4899766232868,928.2589091574924,916.7282499296375,921.0058755482398,73588108.74637488,14847914788.3751,2017-01-23T23:59:16.000Z
2017-01-24T00:00:00.000Z,2017-01-24T23:59:59.999Z,2017-01-24T04:14:38.000Z,2017-01-24T23:54:30.000Z,910.6709225688381,924.1386299084979,892.2781395217985,892.6791369609672,111348017.74486147,14392899418.218748,2017-01-24T23:59:15.000Z
2017-01-25T00:00:00.000Z,2017-01-25T23:59:59.999Z,2017-01-25T09:29:31.000Z,2017-01-25T00:24:29.000Z,891.9161432034258,903.2440462041594,891.6791457823767,901.5346841384743,120830020.52385859,14537370418.007235,2017-01-25T23:59:17.000Z
2017-01-26T00:00:00.000Z,2017-01-26T23:59:59.999Z,2017-01-26T15:59:29.000Z,2017-01-26T00:09:31.000Z,902.387704567443,919.3187557413722,902.216470342526,917.5795448788228,131957071.89998125,14797851222.861462,2017-01-26T23:59:15.000Z
2017-01-27T00:00:00.000Z,2017-01-27T23:59:59.999Z,2017-01-27T16:44:37.000Z,2017-01-27T05:44:30.000Z,918.3525496959171,923.2160889370915,915.8398944098846,919.7432022001104,125593071.74462698,14834722056.92602,2017-01-27T23:59:15.000Z
2017-01-28T00:00:00.000Z,2017-01-28T23:59:59.999Z,2017-01-28T08:49:32.000Z,2017-01-28T00:04:30.000Z,919.8041758705492,923.9047328746589,919.8041758705492,921.5796999345072,68978827.04580519,14866093864.410131,2017-01-28T23:59:16.000Z
2017-01-29T00:00:00.000Z,2017-01-29T23:59:59.999Z,2017-01-29T02:09:30.000Z,2017-01-29T19:59:28.000Z,922.0566843356696,923.405700988947,919.1333279769482,919.4896142008753,60851279.265809365,14834275360.161251,2017-01-29T23:59:15.000Z
2017-01-30T00:00:00.000Z,2017-01-30T23:59:59.999Z,2017-01-30T16:19:29.000Z,2017-01-30T01:04:30.000Z,920.1446389688182,923.0527052004724,919.4677513048858,920.0837922297629,78201948.39790751,14845539719.345444,2017-01-30T23:59:16.000Z
2017-01-31T00:00:00.000Z,2017-01-31T23:59:59.999Z,2017-01-31T23:39:27.000Z,2017-01-31T00:04:29.000Z,920.660570610584,972.0222843450432,920.660790042097,970.4056179674153,164582441.44450814,15659228516.523893,2017-01-31T23:59:15.000Z
2017-02-01T00:00:00.000Z,2017-02-01T23:59:59.999Z,2017-02-01T23:54:31.000Z,2017-02-01T13:04:30.000Z,970.9435832775383,989.1146621859839,970.7438559414977,989.0236587083486,150110098.41985002,15962025741.519617,2017-02-01T23:59:19.000Z
2017-02-02T00:00:00.000Z,2017-02-02T23:59:59.999Z,2017-02-02T16:24:27.000Z,2017-02-02T16:29:30.000Z,990.0016256581474,1013.5278729571988,983.2286269498768,1011.8056567747436,145821809.01576993,16331707073.88628,2017-02-02T23:59:15.000Z
2017-02-03T00:00:00.000Z,2017-02-03T23:59:59.999Z,2017-02-03T06:19:01.000Z,2017-02-03T00:44:01.000Z,1011.4656890496475,1033.8716589531177,1008.7956902736769,1029.9116916427417,201278323.92232096,16625876245.345087,2017-02-03T23:59:18.000Z
2017-02-04T00:00:00.000Z,2017-02-04T23:59:59.999Z,2017-02-04T18:09:02.000Z,2017-02-04T06:09:01.000Z,1031.331615802862,1045.900834841183,1015.1615463614586,1042.900770354822,155064110.91049498,16837423963.06409,2017-02-04T23:59:16.000Z
2017-02-05T00:00:00.000Z,2017-02-05T23:59:59.999Z,2017-02-05T00:09:02.000Z,2017-02-05T18:49:01.000Z,1043.5207659154648,1043.6308135509835,1022.3707873118063,1027.3407618659678,114208088.49532309,16588253010.180065,2017-02-05T23:59:18.000Z
2017-02-06T00:00:00.000Z,2017-02-06T23:59:59.999Z,2017-02-06T10:59:02.000Z,2017-02-06T00:09:01.000Z,1028.400821281116,1044.641322223411,1028.1608308607817,1038.152437683646,111762259.800442,16764460980.649921,2017-02-06T23:59:15.000Z
2017-02-07T00:00:00.000Z,2017-02-07T23:59:59.999Z,2017-02-07T23:34:02.000Z,2017-02-07T00:04:01.000Z,1040.1424325439257,1061.930749966994,1040.1424325439257,1061.350671461665,146007103.72971708,17141091812.275574,2017-02-07T23:59:16.000Z
2017-02-08T00:00:00.000Z,2017-02-08T23:59:59.999Z,2017-02-08T04:44:01.000Z,2017-02-08T08:24:01.000Z,1062.3206428007525,1078.970742443139,1037.4907941448882,1063.070833384494,201855176.44108522,17170813455.543312,2017-02-08T23:59:14.000Z
2017-02-09T00:00:00.000Z,2017-02-09T23:59:59.999Z,2017-02-09T14:09:01.000Z,2017-02-09T13:39:01.000Z,1064.7008396274898,1088.9909638681684,953.3447896735105,994.3839439238967,407220388.3556255,16063464250.913288,2017-02-09T23:59:15.000Z
2017-02-10T00:00:00.000Z,2017-02-10T23:59:59.999Z,2017-02-10T00:19:01.000Z,2017-02-10T08:44:01.000Z,995.6329685525594,998.9059819278544,946.6918818396396,988.6747773153844,190452147.57382384,15973066101.796103,2017-02-10T23:59:18.000Z
2017-02-11T00:00:00.000Z,2017-02-11T23:59:59.999Z,2017-02-11T07:34:01.000Z,2017-02-11T07:39:01.000Z,988.8987765123901,1009.2907600867677,982.8307786464765,1004.4508503861371,102261085.33329932,16229690641.909237,2017-02-11T23:59:15.000Z
2017-02-12T00:00:00.000Z,2017-02-12T23:59:59.999Z,2017-02-12T15:14:01.000Z,2017-02-12T09:24:00.000Z,1003.5208569343089,1004.7608482034132,996.9218524042328,999.1818044998323,67530052.32636215,16146302860.130404,2017-02-12T23:59:16.000Z
2017-02-13T00:00:00.000Z,2017-02-13T23:59:59.999Z,2017-02-13T08:19:01.000Z,2017-02-13T04:34:01.000Z,998.885783762645,1002.1007520741091,976.0027704260359,990.640965966142,100606892.06051487,16010304925.606318,2017-02-13T23:59:15.000Z
2017-02-14T00:00:00.000Z,2017-02-14T23:59:59.999Z,2017-02-14T07:59:00.000Z,2017-02-14T08:04:01.000Z,991.7339213364968,1011.5091656966018,986.4701851259117,1004.5499877929688,137946000.0,16237219721.2,2017-02-14T23:59:18.000Z
2017-02-15T00:00:00.000Z,2017-02-15T23:59:59.999Z,2017-02-15T22:54:01.000Z,2017-02-15T07:54:01.000Z,1006.2100219726562,1007.2357467636455,1001.5800170898438,1005.703103340315,89601092.71051139,16257605330.38855,2017-02-15T23:59:15.000Z
2017-02-16T00:00:00.000Z,2017-02-16T23:59:59.999Z,2017-02-16T18:24:01.000Z,2017-02-16T00:04:01.000Z,1005.8728473817057,1033.3127161964142,1005.8530976151394,1027.3930335602936,122271417.43458778,16610146653.911514,2017-02-16T23:59:17.000Z
2017-02-17T00:00:00.000Z,2017-02-17T23:59:59.999Z,2017-02-17T17:29:01.000Z,2017-02-17T00:09:02.000Z,1026.0731475334758,1053.1433029742798,1025.5938002519017,1046.193997283977,136471917.60379633,16916080857.090437,2017-02-17T23:59:16.000Z
2017-02-18T00:00:00.000Z,2017-02-18T23:59:59.999Z,2017-02-18T16:49:01.000Z,2017-02-18T01:19:13.000Z,1049.1939515083084,1061.0917536063214,1046.94398584006,1054.410742474205,99072630.03203984,17050914419.072838,2017-02-18T23:59:15.000Z
2017-02-19T00:00:00.000Z,2017-02-19T23:59:59.999Z,2017-02-19T07:49:01.000Z,2017-02-19T12:34:02.000Z,1054.7507052955398,1056.776674530655,1043.4335908983624,1047.976809045283,77431188.0919679,16948640817.993305,2017-02-19T23:59:14.000Z
2017-02-20T00:00:00.000Z,2017-02-20T23:59:59.999Z,2017-02-20T23:54:06.000Z,2017-02-20T03:39:01.000Z,1048.7968389150228,1080.492759537021,1041.7679317308816,1079.9827484642376,109478280.59280309,17468289279.220623,2017-02-20T23:59:16.000Z
2017-02-21T00:00:00.000Z,2017-02-21T23:59:59.999Z,2017-02-21T23:24:03.000Z,2017-02-21T00:49:04.000Z,1079.2827954983834,1117.5779349907612,1076.9328138894437,1115.5682152874622,186913923.4029863,18045793220.11042,2017-02-21T23:59:16.000Z
2017-02-22T00:00:00.000Z,2017-02-22T23:59:59.999Z,2017-02-22T20:39:05.000Z,2017-02-22T05:19:04.000Z,1115.0680950657963,1125.3918928487897,1100.99058376484,1117.4767083610902,136104478.0774056,18078580482.48697,2017-02-22T23:59:16.000Z
2017-02-23T00:00:00.000Z,2017-02-23T23:59:59.999Z,2017-02-23T23:49:06.000Z,2017-02-23T03:34:06.000Z,1117.3067808951769,1176.622940669269,1117.0614985695672,1166.7229610137535,189454485.57179448,18877490479.002914,2017-02-23T23:59:15.000Z
2017-02-24T00:00:00.000Z,2017-02-24T23:59:59.999Z,2017-02-24T04:39:06.000Z,2017-02-24T07:09:06.000Z,1172.7129666005112,1200.3919464696976,1131.9620525135772,1173.6821524181707,330759599.4442529,18992449779.346676,2017-02-24T23:59:15.000Z
2017-02-25T00:00:00.000Z,2017-02-25T23:59:59.999Z,2017-02-25T03:19:07.000Z,2017-02-25T16:54:05.000Z,1170.4121270396597,1174.8520763851577,1124.583530901732,1143.7900615736798,139954885.68436807,18511098909.648365,2017-02-25T23:59:16.000Z
2017-02-26T00:00:00.000Z,2017-02-26T23:59:59.999Z,2017-02-26T17:19:04.000Z,2017-02-26T02:24:08.000Z,1144.2200965219347,1167.6200883704792,1130.152662803573,1165.192728278414,116485277.92138435,18860130718.255245,2017-02-26T23:59:16.000Z
2017-02-27T00:00:00.000Z,2017-02-27T23:59:59.999Z,2017-02-27T17:19:05.000Z,2017-02-27T00:14:06.000Z,1163.7728152052891,1181.9022071339682,1163.373764059617,1179.8924702702618,131561358.4818216,19100172936.256638,2017-02-27T23:59:15.000Z
2017-02-28T00:00:00.000Z,2017-02-28T23:59:59.999Z,2017-02-28T02:29:04.000Z,2017-02-28T04:14:05.000Z,1180.6424210102587,1193.218706594056,1171.9368101527325,1180.005629948043,184961589.45690718,19104262123.098072,2017-02-28T23:59:17.000Z
2017-03-01T00:00:00.000Z,2017-03-01T23:59:59.999Z,2017-03-01T23:59:04.000Z,2017-03-01T06:34:10.000Z,1180.0757004249165,1222.5020402703958,1179.7183493502819,1222.5020402703958,229057374.28073597,19794492643.12367,2017-03-01T23:59:16.000Z
2017-03-02T00:00:00.000Z,2017-03-02T23:59:59.999Z,2017-03-02T18:09:07.000Z,2017-03-02T04:09:05.000Z,1224.6820976196964,1262.1300048828125,1215.6189807256621,1251.0086675789346,368274612.88420534,20258521452.46445,2017-03-02T23:59:19.000Z
2017-03-03T00:00:00.000Z,2017-03-03T23:59:59.999Z,2017-03-03T12:44:08.000Z,2017-03-03T00:04:08.000Z,1250.7086190727268,1280.307616600768,1250.7084699768186,1274.989990234375,315739008.0,20649259918.8,2017-03-03T23:59:15.000Z
2017-03-04T00:00:00.000Z,2017-03-04T23:59:59.999Z,2017-03-04T01:19:04.000Z,2017-03-04T16:29:05.000Z,1277.4300537109375,1279.3998718977127,1230.5013552212765,1255.138204107508,183268274.0648209,20329786881.043385,2017-03-04T23:59:17.000Z
2017-03-05T00:00:00.000Z,2017-03-05T23:59:59.999Z,2017-03-05T23:54:04.000Z,2017-03-05T07:44:04.000Z,1254.2782268548106,1267.279615128822,1238.050317845228,1267.1097236321918,134125912.74427573,20526068880.929977,2017-03-05T23:59:18.000Z
2017-03-06T00:00:00.000Z,2017-03-06T23:59:59.999Z,2017-03-06T13:34:04.000Z,2017-03-06T04:09:05.000Z,1267.4596963811691,1275.9846369685729,1264.586860292334,1272.758493751221,153648365.01684344,20619833793.327797,2017-03-06T23:59:16.000Z
2017-03-07T00:00:00.000Z,2017-03-07T23:59:59.999Z,2017-03-07T02:09:16.000Z,2017-03-07T12:29:05.000Z,1273.1384772988788,1275.4746328094157,1204.7795110380557,1223.520202786019,291251278.09931976,19824452508.789696,2017-03-07T23:59:17.000Z
2017-03-08T00:00:00.000Z,2017-03-08T23:59:59.999Z,2017-03-08T02:19:04.000Z,2017-03-08T23:19:07.000Z,1223.210149219001,1232.1396175137957,1148.070923247226,1149.9908149976009,332600351.51354223,18635126210.82953,2017-03-08T23:59:16.000Z
2017-03-09T00:00:00.000Z,2017-03-09T23:59:59.999Z,2017-03-09T17:04:05.000Z,2017-03-09T00:59:06.000Z,1150.3407877882978,1197.449825890346,1141.220865512134,1188.6020689292577,212303027.01797906,19263004706.42258,2017-03-09T23:59:18.000Z
2017-03-10T00:00:00.000Z,2017-03-10T23:59:59.999Z,2017-03-10T13:29:07.000Z,2017-03-10T21:24:10.000Z,1189.472146089978,1270.449222142287,1077.2629061844434,1116.7313528693521,563801714.4893566,18100373098.13881,2017-03-10T23:59:16.000Z
2017-03-11T00:00:00.000Z,2017-03-11T23:59:59.999Z,2017-03-11T09:04:05.000Z,2017-03-11T00:04:06.000Z,1116.3313243780415,1193.825544286743,1116.3302597516931,1175.7782356537632,283307537.8034771,19059630462.43259,2017-03-11T23:59:19.000Z
2017-03-12T00:00:00.000Z,2017-03-12T23:59:59.999Z,2017-03-12T19:19:12.000Z,2017-03-12T00:59:05.000Z,1176.5682399653736,1226.8806729344221,1175.3287407983305,1221.2875559809152,227158804.5557865,19799696971.541096,2017-03-12T23:59:16.000Z
2017-03-13T00:00:00.000Z,2017-03-13T23:59:59.999Z,2017-03-13T13:29:03.000Z,2017-03-13T07:49:05.000Z,1221.687550116262,1237.2814978481879,1216.8533459454343,1231.8759886268867,380263392.72133344,19973620552.66525,2017-03-13T23:59:17.000Z
2017-03-14T00:00:00.000Z,2017-03-14T23:59:59.999Z,2017-03-14T17:19:04.000Z,2017-03-14T07:14:26.000Z,1232.115970278849,1244.7903226479398,1220.6766069377818,1239.9806359454026,245302169.25905073,20107447873.710583,2017-03-14T23:59:17.000Z
2017-03-15T00:00:00.000Z,2017-03-15T23:59:59.999Z,2017-03-15T12:54:11.000Z,2017-03-15T01:14:20.000Z,1240.1406676259685,1251.6016300092601,1239.7304920643626,1249.6006006195737,297802755.4461411,20265679138.195625,2017-03-15T23:59:16.000Z
2017-03-16T00:00:00.000Z,2017-03-16T23:59:59.999Z,2017-03-16T01:54:02.000Z,2017-03-16T21:34:04.000Z,1251.3205584054972,1257.9702329557965,1152.4088940131608,1187.7777751287545,638550644.373546,19265323398.9425,2017-03-16T23:59:18.000Z
2017-03-17T00:00:00.000Z,2017-03-17T23:59:59.999Z,2017-03-17T00:04:06.000Z,2017-03-17T23:54:06.000Z,1180.1279586345472,1180.1280993129558,1099.5394057415083,1100.1996838895109,706579518.6753981,17846944499.01632,2017-03-17T23:59:16.000Z
2017-03-18T00:00:00.000Z,2017-03-18T23:59:59.999Z,2017-03-18T15:39:07.000Z,2017-03-18T19:39:07.000Z,1099.6596596978438,1114.0610482585153,957.5581160973827,973.7890880724275,621283574.369396,15798291725.91994,2017-03-18T23:59:17.000Z
2017-03-19T00:00:00.000Z,2017-03-19T23:59:59.999Z,2017-03-19T01:14:05.000Z,2017-03-19T13:39:05.000Z,976.7009889428322,1069.928336944145,976.6855042144525,1036.69228706088,406629289.0403784,16820902696.766008,2017-03-19T23:59:18.000Z
2017-03-20T00:00:00.000Z,2017-03-20T23:59:59.999Z,2017-03-20T17:24:04.000Z,2017-03-20T00:54:18.000Z,1037.1922640545458,1062.8873582881174,1036.6332182896458,1054.007835644076,286469607.0858174,17103661615.961277,2017-03-20T23:59:24.000Z
2017-03-21T00:00:00.000Z,2017-03-21T23:59:59.999Z,2017-03-21T22:54:06.000Z,2017-03-21T00:04:03.000Z,1055.1376024149574,1122.3974064627675,1055.148165999467,1120.5090496421435,337381677.1850296,18184796758.165096,2017-03-21T23:59:20.000Z
2017-03-22T00:00:00.000Z,2017-03-22T23:59:59.999Z,2017-03-22T00:04:06.000Z,2017-03-22T18:29:06.000Z,1120.6190319519742,1120.6190319519742,1014.2030096322824,1049.0934916998253,380824104.0292307,17027875042.51027,2017-03-22T23:59:17.000Z
2017-03-23T00:00:00.000Z,2017-03-23T23:59:59.999Z,2017-03-23T12:34:04.000Z,2017-03-23T06:19:33.000Z,1050.0034855250578,1057.92210820801,1028.8854081286718,1038.5210084674698,248523498.14552462,16858194732.346645,2017-03-23T23:59:16.000Z
2017-03-24T00:00:00.000Z,2017-03-24T23:59:59.999Z,2017-03-24T15:29:06.000Z,2017-03-24T11:34:05.000Z,1038.381003115328,1040.40981784324,934.2099651046248,937.617932475668,491089299.1480567,15222308389.337933,2017-03-24T23:59:16.000Z
2017-03-25T00:00:00.000Z,2017-03-25T23:59:59.999Z,2017-03-25T23:49:07.000Z,2017-03-25T06:39:06.000Z,936.6377886179482,975.8400320174403,903.7944646615128,972.8609273725973,435839715.01487756,15796111471.63931,2017-03-25T23:59:17.000Z
2017-03-26T00:00:00.000Z,2017-03-26T23:59:59.999Z,2017-03-26T15:29:07.000Z,2017-03-26T15:34:07.000Z,974.0970544301217,1007.9117206917145,954.1397947363063,966.714027663156,303664561.0345246,15698287749.435673,2017-03-26T23:59:18.000Z
2017-03-27T00:00:00.000Z,2017-03-27T23:59:59.999Z,2017-03-27T09:54:05.000Z,2017-03-27T10:09:07.000Z,972.043984391866,1046.3884236665485,971.9731171759349,1045.7573038047567,372530478.2724476,16983595031.365633,2017-03-27T23:59:18.000Z
2017-03-28T00:00:00.000Z,2017-03-28T23:59:59.999Z,2017-03-28T12:49:06.000Z,2017-03-28T19:39:09.000Z,1044.5672547984136,1064.6382213408249,1027.719199265297,1047.1409119025982,326329160.19288373,17008093716.637894,2017-03-28T23:59:19.000Z
2017-03-29T00:00:00.000Z,2017-03-29T23:59:59.999Z,2017-03-29T11:44:08.000Z,2017-03-29T03:24:06.000Z,1046.0708528551747,1055.143274976672,1015.871285589628,1040.025328076957,298473870.8531389,16894314388.68982,2017-03-29T23:59:18.000Z
2017-03-30T00:00:00.000Z,2017-03-30T23:59:59.999Z,2017-03-30T00:29:06.000Z,2017-03-30T13:54:19.000Z,1042.2654375455218,1049.3462052877157,1019.9990010662842,1026.444614757199,352973999.25578207,16675823627.657393,2017-03-30T23:59:16.000Z
2017-03-31T00:00:00.000Z,2017-03-31T23:59:59.999Z,2017-03-31T22:34:07.000Z,2017-03-31T00:04:04.000Z,1026.654578673227,1074.8898036487506,1026.6556189765238,1071.7888891577718,447286528.1136168,17414304124.178596,2017-03-31T23:59:17.000Z
2017-04-01T00:00:00.000Z,2017-04-01T23:59:59.999Z,2017-04-01T10:39:08.000Z,2017-04-01T20:39:08.000Z,1071.7088111186863,1091.9576638572457,1063.8487589332408,1080.9476561734136,289753980.7061249,17564871910.36176,2017-04-01T23:59:17.000Z
2017-04-02T00:00:00.000Z,2017-04-02T23:59:59.999Z,2017-04-02T20:34:05.000Z,2017-04-02T01:14:04.000Z,1081.0576870924185,1106.8256148354124,1075.8735745449926,1101.1281959424978,513700962.57506675,17894984162.857346,2017-04-02T23:59:17.000Z
2017-04-03T00:00:00.000Z,2017-04-03T23:59:59.999Z,2017-04-03T22:49:10.000Z,2017-04-03T00:04:06.000Z,1101.9073659463506,1152.189061419524,1101.9080221138706,1144.0938791468745,580588061.1112868,18595771459.993847,2017-04-03T23:59:19.000Z
2017-04-04T00:00:00.000Z,2017-04-04T23:59:59.999Z,2017-04-04T10:59:05.000Z,2017-04-04T15:19:11.000Z,1145.8042643873919,1156.597741856045,1120.5018534359851,1133.230546808393,436302526.3707555,18420945846.00713,2017-04-04T23:59:17.000Z
2017-04-05T00:00:00.000Z,2017-04-05T23:59:59.999Z,2017-04-05T01:29:04.000Z,2017-04-05T09:29:06.000Z,1134.1205461789787,1135.0840120677315,1113.6143400082444,1124.6519934351766,414736784.3440713,18283776260.34072,2017-04-05T23:59:17.000Z
2017-04-06T00:00:00.000Z,2017-04-06T23:59:59.999Z,2017-04-06T21:19:05.000Z,2017-04-06T00:04:04.000Z,1125.6819054818468,1188.3283471424509,1125.6757333983026,1182.752595688162,511253372.79487026,19230535617.092384,2017-04-06T23:59:17.000Z
2017-04-07T00:00:00.000Z,2017-04-07T23:59:59.999Z,2017-04-07T21:39:04.000Z,2017-04-07T04:19:05.000Z,1179.012253976425,1186.747316607898,1163.4755907582637,1177.049039134927,317062156.1531499,19140170585.677917,2017-04-07T23:59:16.000Z
2017-04-08T00:00:00.000Z,2017-04-08T23:59:59.999Z,2017-04-08T13:39:06.000Z,2017-04-08T00:44:06.000Z,1172.7985010156726,1185.184278543803,1162.6808585721303,1176.283543890824,209371377.49231508,19129753033.11443,2017-04-08T23:59:18.000Z
